Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Espana,Price / Espana,Compare At Price / Espana,Status
cadena-franco-mujer2mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_mujer_FRANCO-2MM_b50123b1-55db-4349-9467-f83ebcc52264.jpg?v=1764722396,2,"",,,,,,,,,,,
cadena-franco-mujer2mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_franco.png?v=1781198744,3,"",,,,,,,,,,,
cadena-lazo-mujer2mm,Cadena Lazo Mujer 2mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Sin categoría,"","Cadenas, Mujer, Oro laminado",true,Medida,2mm/45cm,,,,,,,,'42782,0.0,shopify,continue,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9334.jpg?v=1764722402,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-lazo-mujer2mm,,,,,,,,,3mm/45cm,,,,,,,,'42787,0.0,shopify,continue,manual,49.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9335.jpg?v=1764722401,2,"",,,,,g,,,,,,
cadena-rustica-hombre4mm,Cadena Rustica Hombre 4mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Sin categoría,"","Cadenas, Hombre, Oro laminado",true,Grosor,4mm,,Largo,65cm,,,,,'42598,0.0,shopify,deny,manual,79.00,105.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-RUSTICA-PUESTA_6e7196e5-1d00-4161-a888-99a31275efc7.jpg?v=1764722401,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Rustica4mm65cm.jpg?v=1764722401,g,,,true,,,active
cadena-rustica-hombre4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CADENA-RUSTICA.webp?v=1764722401,2,"",,,,,,,,,,,
cadena-rustica-hombre4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Rustica4mm65cm.jpg?v=1764722401,3,"",,,,,,,,,,,
pulsera-egipcia-mujer,Pulsera Egipcia Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Egipcia de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm/17cm,,,,,,,,,0.0,shopify,continue,manual,45.20,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Egipcia_3_mm_17_cm_1.jpg?v=1764722427,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERASDAMA_EGIPCIA_3MM.jpg?v=1771088169,2,"",,,,,,,,,,,
pulsera-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Egipcia_3_mm_17_cm_3.jpg?v=1771088169,3,"",,,,,,,,,,,
pulsera-chinesca-mujer,Pulsera Chinesca Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Chinesca de 17 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,4mm/17cm,,,,,,,,,0.0,shopify,continue,manual,45.20,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_DAMA_CHINESCA_4MM_1.jpg?v=1771088266,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_DAMA_CHINESCA_4MM_1.jpg?v=1771088266,g,,,true,,,active
pulsera-chinesca-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_chinesca_4_mm_17_cm_1.jpg?v=1771088266,2,"",,,,,,,,,,,
pulsera-chinesca-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_chinesca_4_mm_17_cm_2.jpg?v=1771088266,3,"",,,,,,,,,,,
pulsera-cartier-mujer,Pulsera 3x1 Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm,,Largo,17cm,,,,,,0.0,shopify,continue,manual,37.70,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Cartier_3_mm_17_cm_2.jpg?v=1764722430,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cubana-mujer,Pulsera Cubana Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cubana de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm,,Largo,17cm,,,,,,0.0,shopify,continue,manual,37.70,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/pulsera_Mujer-Cubana-2-mm.jpg?v=1764722430,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_cubana_3_mm_17_cm_3.jpg?v=1764722432,2,"",,,,,,,,,,,
pulsera-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_cubana_3_mm_17_cm_2.jpg?v=1764722432,3,"",,,,,,,,,,,
pulsera-grabada-hombre,Pulsera Grabada Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Grabada de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'51189,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_GRABADA_6MM.jpg?v=1769833866,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-grabada-hombre,,,,,,,,,6mm/20cm,,,,,,,,'51200,0.0,shopify,continue,manual,49.00,72.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Grabada_6_mm_20_cm_2.jpg?v=1769833866,2,"",,,,,g,,,,,,
pulsera-grabada-hombre,,,,,,,,,8mm/20cm,,,,,,,,'51220,0.0,shopify,continue,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Grabada_6_mm_20_cm_3.jpg?v=1769833866,3,"",,,,,g,,,,,,
pulsera-rustica-hombre,Pulsera Rustica Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Rustica de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52598,0.0,shopify,continue,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustico.webp?v=1764722434,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-rustica-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52600,0.0,shopify,continue,manual,50.00,70.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_RUSTICA_6MM.jpg?v=1769833987,2,"",,,,,g,,,,,,
pulsera-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustica_65_cm_3_fb18c84c-2a8a-4b00-ba13-8f26a61efb11.jpg?v=1769833987,3,"",,,,,,,,,,,
pulsera-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_RUSTICA_4MM.jpg?v=1769833987,4,"",,,,,,,,,,,
pulsera-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_rustica_65_cm_2_a930cdbf-699f-42e6-8417-306e217cc463.jpg?v=1769833987,5,"",,,,,,,,,,,
pulsera-veneciana-hombre,Pulsera Veneciana Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Veneciana de 20 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'52693,0.0,shopify,continue,manual,40.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_veneciana_4mm.png?v=1781197854,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-veneciana-hombre,,,,,,,,,4mm/20cm,,,,,,,,'52695,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Veneciana_6_mm_20_cm_2.jpg?v=1764722436,2,"",,,,,g,,,,,,
pulsera-veneciana-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52700,0.0,shopify,continue,manual,49.00,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_veneciana4mm.jpg?v=1764722435,3,"",,,,,g,,,,,,
pulsera-veneciana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Veneciana_6_mm_20_cm_3.jpg?v=1764722436,4,"",,,,,,,,,,,
pulsera-egipcia-hombre,Pulsera Egipcia Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Egipcia de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'53493,0.0,shopify,continue,manual,60.30,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Egipcia_6_mm_20_cm_3.jpg?v=1764722438,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-egipcia-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Egipcia_6_mm_20_cm_2.jpg?v=1771088075,2,"",,,,,,,,,,,
pulsera-chinesca-hombre,Pulsera Chinesca Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Chinesca de 20 cms disponible en 2 dimensiones (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado",true,Grosor,4mm/20cm,,,,,,,,'54883,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0289.jpg?v=1769833691,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-chinesca-hombre,,,,,,,,,6mm/20cm,,,,,,,,'54888,0.0,shopify,continue,manual,56.50,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Chinesca_9_mm_20_cm_2.jpg?v=1769833668,2,"",,,,,g,,,,,,
pulsera-chinesca-hombre,,,,,,,,,8mm/20cm,,,,,,,,'54890,0.0,shopify,continue,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_CHINA_6MM.jpg?v=1772334540,3,"",,,,,kg,,,,,,
pulsera-chinesca-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_CHINA_4MM.jpg?v=1769833669,4,"",,,,,,,,,,,
pulsera-chinesca-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Chinesca_6_mm_20_cm_1.jpg?v=1769833668,5,"",,,,,,,,,,,
pulsera-chinesca-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Chinesca_6_mm_20_cm_3.jpg?v=1769833668,6,"",,,,,,,,,,,
pulsera-chinesca-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Chinesca_9_mm_20_cm_3.jpg?v=1769833668,7,"",,,,,,,,,,,
pulsera-cartier-hombre,Pulsera 3x1 Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/65cm,,,,,,,,'52498,0.0,shopify,continue,manual,40.00,55.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Eslabon_6mm_2.png?v=1781197679,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cartier-hombre,,,,,,,,,6mm/65cm,,,,,,,,'52500,0.0,shopify,continue,manual,49.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/foto-puesta_carter-comparacion.jpg?v=1764722439,2,"",,,,,g,,,,,,
pulsera-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cartier_6_mm_20_cm_3.jpg?v=1764722440,3,"",,,,,,,,,,,
pulsera-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cartier_6_mm_20_cm_2.jpg?v=1764722440,4,"",,,,,,,,,,,
pulsera-lazo-hombre,Pulsera Lazo Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Lazo de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52793,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_lazo_6mm_Varias.png?v=1781197495,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-lazo-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52800,0.0,shopify,continue,manual,49.00,72.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_lazo_6mm_c3d8b1e7-4f36-4a13-9f8f-498cc6d2fc44.png?v=1781197514,2,"",,,,,g,,,,,,
pulsera-lazo-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52830,0.0,shopify,continue,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_lazo_8mm.png?v=1781197537,3,"",,,,,g,,,,,,
pulsera-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_LAZO_4MM.jpg?v=1769834071,4,"",,,,,,,,,,,
pulsera-serpiente-hombre,Pulsera Serpiente Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Serpiente de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52287,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_SERPIENTE_6MM.jpg?v=1775615578,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-serpiente-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52300,0.0,shopify,continue,manual,49.00,72.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Serpiente_6_mm_20_cm_3.jpg?v=1769834092,2,"",,,,,g,,,,,,
pulsera-serpiente-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52320,0.0,shopify,continue,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/foto-puesta_grabada4mm.jpg?v=1769834092,3,"",,,,,g,,,,,,
pulsera-serpiente-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/foto-puesta_grabada4mm_2.jpg?v=1769834092,4,"",,,,,,,,,,,
pulsera-serpiente-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Serpiente_6_mm_20_cm_5.jpg?v=1769834092,5,"",,,,,,,,,,,
pulsera-granocafe-hombre,Pulsera Grano de Café Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Gucci de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Grosor,6mm/20cm,,,,,,,,'52900,0.0,shopify,continue,manual,50.00,69.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_GRANO_DE_CAFE_7MM.jpg?v=1769834013,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-granocafe-hombre,,,,,,,,,7mm/20cm,,,,,,,,'52925,0.0,shopify,continue,manual,55.00,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Gucci_ancla6mm.webp?v=1769834013,2,"",,,,,g,,,,,,
pulsera-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Gucci_2_ancla-comparacion_2.webp?v=1769834013,3,"",,,,,,,,,,,
pulsera-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Gucci_6_mm_20_cm_2_d3c772d8-198e-4709-a78c-5ff7ce2094b3.jpg?v=1769834013,4,"",,,,,,,,,,,
